,category,subclass_1,subclass_2
seasoned salad with nuts and spinach,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with spinach and salted seaweed,Side dish_salad_sub,Sub side dish,
pigweed,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned shepherd's purse,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned thistle,Side dish_salad_sub,Sub side dish,Lunch or dinner
sensoned red-pepper leaf,Side dish_salad_sub,Sub side dish,Lunch
seasoned spinach,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with thred konjac and vegetables in soy sauce,Side dish_salad_sub,Sub side dish,
seasoned salad with thred konjac and vegetables,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with konjac and kimchi,Side dish_salad_sub,Sub side dish,
seasoned salad with seaweed,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with perilla seed,Side dish_salad_sub,Sub side dish,
seasoned salad with crown daisy and perilla seed,Side dish_salad_sub,Sub side dish,Dinner
seasoned crown daisy and winter mushroom,Side dish_salad_sub,Sub side dish,
seasoned salad with crown daisy,Side dish_salad_sub,Sub side dish,
seasoned crown daisy,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with red-pepper leaf in soy paste,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with curled mallow in soy paste,Side dish_salad_sub,Sub side dish,
seasoned zucchini,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned cabbage,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with cucumber in soy red chilli paste,Side dish_salad_sub,Sub side dish,
seasoned salad with cabbage in soy red chilli paste,Side dish_salad_sub,Sub side dish,
seasoned salad with cabbage,Side dish_salad_sub,Sub side dish,
seasoned salad with cabbage in mayonnaise,Side dish_salad_sub,Sub side dish,
cabbage salad,Side dish_salad_sub,Sub side dish,Lunch
tofu salad in yuzu marinade,Side dish_salad_sub,Sub side dish,Lunch
cabbage salad in yuzu marinade,Side dish_salad_sub,Sub side dish,Lunch or dinner
cabbage corn salad,Side dish_salad_sub,Sub side dish,
apple salad,Side dish_salad_sub,Sub side dish,Dinner
apple salad (mayonnaise),Side dish_salad_sub,Sub side dish,Lunch or dinner
lettuce apple salad,Side dish_salad_sub,Sub side dish,
cabbage apple salad,Side dish_salad_sub,Sub side dish,
sedum fruit salad,Side dish_salad_sub,Sub side dish,
lettuce fruit salad,Side dish_salad_sub,Sub side dish,
lettuce salad,Side dish_salad_sub,Sub side dish,Lunch
lettuce salad in yuzu marinade,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with cabbage in yuzu marinade,Side dish_salad_sub,Sub side dish,
seasoned salad with lettuce in yuzu marinade,Side dish_salad_sub,Sub side dish,
seasoned winter cabbage,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with winter cabbage,Side dish_salad_sub,Sub side dish,Dinner
seasoned cabbage in soy paste,Side dish_salad_sub,Sub side dish,
seasoned winter cabbage in soy paste,Side dish_salad_sub,Sub side dish,
seasoned salad with summer radish and perilla seed,Side dish_salad_sub,Sub side dish,
seasoned salad with lotus root and perilla seed,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with lotus root in yuzu marinade,Side dish_salad_sub,Sub side dish,
lotus root and black sesame salad,Side dish_salad_sub,Sub side dish,
deluxe fresh kimchi with chive,Side dish_salad_sub,Sub side dish,
seasoned overripe cucumber,Side dish_salad_sub,Sub side dish,
seasoned Korean melon,Side dish_salad_sub,Sub side dish,
seasoned cucumber,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with overripe cucumber,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with cucumber and carrot,Side dish_salad_sub,Sub side dish,
seasoned salad with cucumber and wild chive,Side dish_salad_sub,Sub side dish,
seasoned salad with cucumber and cabbage,Side dish_salad_sub,Sub side dish,
seasoned salad with cucumber and chive,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with spicy green bean sprout and cucumber,Side dish_salad_sub,Sub side dish,
seasoned salad with bokchoy and acorn jelly,Side dish_salad_sub,Sub side dish,
seasoned salad with cucumber and bokchoy,Side dish_salad_sub,Sub side dish,
cucumber kimchi,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with cucumber,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with apple and lettuce,Side dish_salad_sub,Sub side dish,
fresh kimchi with apple and lettuce,Side dish_salad_sub,Sub side dish,
lettuce and pear salad,Side dish_salad_sub,Sub side dish,
seasoned salad with chicory and pear,Side dish_salad_sub,Sub side dish,
pear and cucumber salad,Side dish_salad_sub,Sub side dish,
cucumber salad,Side dish_salad_sub,Sub side dish,
seasoned salad with cucumber and paprika,Side dish_salad_sub,Sub side dish,
seasoned salad with cuttlefish thin slices,Side dish_salad_sub,Sub side dish,
seasoned salad with cuttlefish slices,Side dish_salad_sub,Sub side dish,
seasoned salad with canola in soy paste,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with canola,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned canola,Side dish_salad_sub,Sub side dish,
deluxe seasoned salad,Side dish_salad_sub,Sub side dish,
plum salad,Side dish_salad_sub,Sub side dish,
seasoned salad with dried filefish,Side dish_salad_sub,Sub side dish,
seasoned salad with dried cuttlefish,Side dish_salad_sub,Sub side dish,Lunch
fresh kimchi with spring parsley and pear,Side dish_salad_sub,Sub side dish,
fresh kimchi with chicory,Side dish_salad_sub,Sub side dish,Lunch
fresh kimchi with spring parsley,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with spring parsley and perilla seed,Side dish_salad_sub,Sub side dish,
seasoned salad with spring parsley,Side dish_salad_sub,Sub side dish,Lunch or dinner
spring parsley and tomato salad,Side dish_salad_sub,Sub side dish,
seasoned salad with spring parsley in soy paste,Side dish_salad_sub,Sub side dish,
seasoned salad with spring parsley in yuzu marinade,Side dish_salad_sub,Sub side dish,Lunch
cucumber stick,Side dish_salad_sub,Sub side dish,Lunch
carrot stick,Side dish_salad_sub,Sub side dish,
sweet potato stick,Side dish_salad_sub,Sub side dish,
paprika stick,Side dish_salad_sub,Sub side dish,
seasoned salad with bokchoy in soy paste,Side dish_salad_sub,Sub side dish,
seasoned bokchoy,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with bokchoy,Side dish_salad_sub,Sub side dish,
seasoned salad with kohlrabi and apple,Side dish_salad_sub,Sub side dish,
seasoned salad with bokchoy and apple,Side dish_salad_sub,Sub side dish,
seasoned salad with chive and seaweed flakes,Side dish_salad_sub,Sub side dish,
seasoned salad with mung bean jelly and seaweed flakes,Side dish_salad_sub,Sub side dish,
seasoned salad with mung bean jelly and salted seaweed,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with mung bean jelly,Side dish_salad_sub,Sub side dish,
seasoned salad with chwinamul and perilla seed,Side dish_salad_sub,Sub side dish,
seasoned salad with chwinamul in soy paste,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with chwinamul,Side dish_salad_sub,Sub side dish,Lunch or dinner
stir-fried dried radish leaves,Side dish_salad_sub,Sub side dish,
seasoned salad with chicory,Side dish_salad_sub,Sub side dish,Lunch
coleslaw,Side dish_salad_sub,Sub side dish,Lunch
pineapple corn salad,Side dish_salad_sub,Sub side dish,
vegetables salad,Side dish_salad_sub,Sub side dish,
vegetables corn salad,Side dish_salad_sub,Sub side dish,
corn salad,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with spicy bean sprout,Side dish_salad_sub,Sub side dish,
tomato and sprout salad,Side dish_salad_sub,Sub side dish,
tomato salad,Side dish_salad_sub,Sub side dish,
tomato and vegetables salad,Side dish_salad_sub,Sub side dish,
tomato mash,Side dish_salad_sub,Sub side dish,
seasoned salad with hijiki,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with paprika in soy red chilli paste,Side dish_salad_sub,Sub side dish,
seasoned salad with paprika,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with paprika in yuzu marinade,Side dish_salad_sub,Sub side dish,
seasoned salad with paprika in vinegar marinade,Side dish_salad_sub,Sub side dish,
seasoned salad with winter mushroom,Side dish_salad_sub,Sub side dish,
seasoned winter mushroom,Side dish_salad_sub,Sub side dish,Dinner
seasoned chive,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned winter mushroom and chive,Side dish_salad_sub,Sub side dish,
Fusilli salad,Side dish_salad_sub,Sub side dish,
Fusilli salad (tomato sauce),Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned zucchini,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned zucchini,Side dish_salad_sub,Sub side dish,
bean sprout and mung bean jelly salad,Side dish_salad_sub,Sub side dish,
seasoned salad with cabbage in soy paste,Side dish_salad_sub,Sub side dish,
seasoned salad with cucumber kimchi cubes,Side dish_salad_sub,Sub side dish,
seasoned salad with bean sprout in soy sauce,Side dish_salad_sub,Sub side dish,
seasoned salad with green bean sprout and salted seaweed powder,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with green bean sprout,Side dish_salad_sub,Sub side dish,
seasoned salad with green bean sprout in vinegar marinade,Side dish_salad_sub,Sub side dish,
assorted fruit salad,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with sliced daikon,Side dish_salad_sub,Sub side dish,
seasoned salad with bokchoy and oyster mushroom,Side dish_salad_sub,Sub side dish,
seasoned salad with lettuce,Side dish_salad_sub,Sub side dish,
seasoned salad with dried sea lettuce,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with dried cuttlefish and vegetables,Side dish_salad_sub,Sub side dish,
seasoned salad with chwinamul,Side dish_salad_sub,Sub side dish,
seasoned salad with pigweed,Side dish_salad_sub,Sub side dish,
seasoned salad with pigweed in soy paste,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with perilla leaves,Side dish_salad_sub,Sub side dish,
fresh kimchi with napa cabbage,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with aubergine,Side dish_salad_sub,Sub side dish,
cucumber salad,Side dish_salad_sub,Sub side dish,Dinner
cabbage and cucumber salad,Side dish_salad_sub,Sub side dish,
seasoned salad with seaweed flakes,Side dish_salad_sub,Sub side dish,
seasoned salad with bellflower root,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with bellflower root and cucumber,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with bellflower root,Side dish_salad_sub,Sub side dish,
seasoned salad with spicy chewy noodles,Side dish_salad_sub,Sub side dish,
seasoned salad with wild chive,Side dish_salad_sub,Sub side dish,
potato raisin salad,Side dish_salad_sub,Sub side dish,Lunch
fruit peanut salad,Side dish_salad_sub,Sub side dish,
seasoned salad with grilled aubergine,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with grilled aubergine,Side dish_salad_sub,Sub side dish,
seasoned salad with chard,Side dish_salad_sub,Sub side dish,
seasoned salad with napa cabbage in soy paste,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with deodeok and apple,Side dish_salad_sub,Sub side dish,
seasoned salad with sedum,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with sedum in vinegar marinade,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with garlic stem,Side dish_salad_sub,Sub side dish,
dried radish,Side dish_salad_sub,Sub side dish,
seasoned salad with daikon and seaweed,Side dish_salad_sub,Sub side dish,
seasoned salad with winter celery,Side dish_salad_sub,Sub side dish,
seasoned salad with winter celery in vinegar marinade,Side dish_salad_sub,Sub side dish,Lunch or dinner
fresh kimchi with winter cabbage,Side dish_salad_sub,Sub side dish,
fresh kimchi with chive and onion,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with cucumber and onion,Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with chive and onion,Side dish_salad_sub,Sub side dish,
seasoned salad with broccoli in vinegar marinade,Side dish_salad_sub,Sub side dish,
lotus root and apple salad,Side dish_salad_sub,Sub side dish,
three-color herbs 2,Side dish_salad_sub,Sub side dish,
seasoned green bean sprout and winter celery,Side dish_salad_sub,Sub side dish,
seasoned winter celery,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with crown daisy,Side dish_salad_sub,Sub side dish,
seasoned salad with cabbage and cucumber,Side dish_salad_sub,Sub side dish,
lettuce yoghurt salad,Side dish_salad_sub,Sub side dish,
cucumber pot,Side dish_salad_sub,Sub side dish,
cucumber chive salad,Side dish_salad_sub,Sub side dish,
seasoned salad with dried cuttlefish in vinegar marinade,Side dish_salad_sub,Sub side dish,
seasoned salad with spring parsley in soy sauce,Side dish_salad_sub,Sub side dish,
seasoned salad with bokchoy in vinegar marinade,Side dish_salad_sub,Sub side dish,
bean sprout and winter celery salad,Side dish_salad_sub,Sub side dish,
macaroni and vegetables salad,Side dish_salad_sub,Sub side dish,Lunch
macaroni and vegetables salad (tomato sauce),Side dish_salad_sub,Sub side dish,Lunch or dinner
lettuce salad (thousand island dressing),Side dish_salad_sub,Sub side dish,Lunch
cabbage salad (thousand island dressing),Side dish_salad_sub,Sub side dish,Lunch or dinner
cabbage salad (sesame dressing),Side dish_salad_sub,Sub side dish,Lunch
cabbage salad (lemon dressing),Side dish_salad_sub,Sub side dish,Lunch
seasoned salad with bean sprout,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned spring cabbage,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned butterbur,Side dish_salad_sub,Sub side dish,Dinner
seasoned fuki stem,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with green bean sprout and salted seaweed,Side dish_salad_sub,Sub side dish,Lunch or dinner
seasoned salad with shepherd's purse in soy paste,Side dish_salad_sub,Sub side dish,Dinner
seasoned salad with lotus root in black sesame sauce,Side dish_salad_sub,Sub side dish,Lunch or dinner
